conceptualize Intermodal;Refers to moving freight using more than one type of transportation
conceptualize Interurban;A termed applied to electrically-powered commuter
conceptualize Joint operation;Refers to operating two railroads as one but retain each railroad's board of directors
conceptualize Knuckle;The free-moving part of a coupler that actually keeps cars and locomotives mated to one another
conceptualize Lading;Refers to the cargo or freight the railroad is hauling
conceptualize LCL;Short for less-than-carload freight traffic
conceptualize Lignite;Refers to low-quality coal
conceptualize Line-haul railroad;a railroad that operates through freight from one point to another and is distinguished from switching and terminal railroads
conceptualize Load limit;The maximum load that a rail is capable of handling
conceptualize Loading gauge;Describes the specifications that freight and passenger cars must adhere to so that they can safely clear
conceptualize Manifest;The paperwork that identifies each and every type of lading each freight car is carrying within a train
conceptualize Marker;See EOT device
conceptualize EOT device;short for end of train device
conceptualize Mars light;trademark name referred to an auxiliary headlight
conceptualize Meet;Occurs when two trains pass one another on a single-tracked line
conceptualize Merger;The assimilation of one or more corporations by another
conceptualize Mixed train;a train hauling both freight and passengers
conceptualize Name train;a passenger trains during the days when the private railroads operated them
conceptualize Net ton mile;The movement of one ton of freight per mile
conceptualize Nominal;rating of locomotive even if mechanical troubles
conceptualize On the ground;Used by employees to describe a derailed train
conceptualize Operating ratio;determine operating expenses as a percentage of revenue
conceptualize Overhead trackage rights;the tenant railroad cannot serve any customers located along the owning railroad's segment of line
conceptualize Per diem;A Latin term that means per day
conceptualize Pickup;A general term meaning to add cars to a train
conceptualize Pooling agreement;When separate railroads split all of their collective earnings amongst each other
conceptualize Powder River Basin;it is a vast area of southern Montana and eastern Wyoming that is extremely rich in low-sulfur coal
conceptualize PRB;short for Powder River Basin
conceptualize Power;Another term for locomotives
conceptualize Profile;This term illustrates graphically the layout of a rail line in terms of its grades
conceptualize Receivership;During bankruptcy proceedings a corporation that is being managed by a receiver
conceptualize Recrew;When a train receives a new crew
define AEI;short for Automatic Equipment Identification
define Automatic Equipment Identification;it is meant as a tracking system for cars
define Adhesion factor;essentially describes how well a locomotive can grip the rails
define Affiliate;A company owned or controlled by another
define Availability;when a locomotive is free to be used in revenue service and down for maintenance work
define Bad order;A freight car which has been barred from service because of a mechanical problem
define Belt line;Refers to a railroad that operates exclusively in and/or around a large city
define BLE;short for Brotherhood of Locomotive Engineers
define Brotherhood of Locomotive Engineers;which is a railroad labor union created in 1863
define Boomer;A railroader who changes jobs often as he drifts through the country
define Bridge route;a railroad which has more bridge traffic operating over its rails than terminating/originating traffic
define Bridge traffic;Also known as overhead traffic
define overhead traffic;it is freight received from one railroad to be moved by a second railroad for delivery to a third
define Bulk;Commodities such as grain
define Bulletin order;notifications given to railroad employees informing them of a operational change
define Charter;a governmental means of granting rights, franchises, and privileges to such.
define Clearance diagram;A diagram the car and locomotive type and size a particular rail line
define Clearance form;forms issued to passing trains telling them, sequentially, their orders, if any
define COFC;Short for Containers On Flatcar
define Containers On Flatcar;describe a type of train movement which hauls shipping containers
define Cog railroad;Cog railroads are capable of traversing incredible grades and to do so they use toothed wheels
define Common carrier;A company which offers services to the general public
define Commuter service;Passenger train service that typically operates during normal working hours
define Company-owned railroad;A railroad's stock controlled by a company and not individuals
define Conductor;The crew member who is entirely responsible for the train
define Consignee;One who receives a freight shipment
define Consist;Used to describe the makeup of a train
define Consolidation;The merging of two corporations into an entirely new corporation
define Container;Standardized 40-foot box designed for shipping freight by rail, truck, or ship
define Controlling interest;Owning enough stock in a corporation to control that corporation
define CP;short for control point on a railroad
define Crossbuck;"The ""X""-shaped sign found just before a road crosses railroad tracks"
define Cut;The term which describes a grouping of cars coupled together
define Deadhead;meaning to move in a train but in no way helping
define Degree;Measures the angle of a curved segment of track
define Departure yard;departure yards assemble cuts of cars to ready them for an outbound train
define Derail;Meaning to leave the rails
define Derating;changing the locomotive's prime mover to improve fuel efficiency or lower maintenance costs
define Double the hill;move a train over a hill or steep grade in two parts as the locomotives are simply not powerful
define Doubleheading;Using two locomotives, independently, to move a train
define Double-stack;Meaning to stack one container on top of another in a special well car
define Drag;Slang for a slow freight
define Drawbar force;tractive effort involved
define Drayage;Meaning moving via truck
define Dual-mode;A locomotive which can operate conventionally as a locomotive or as an electric
define Dual-service;Locomotives which pull both freight and passenger trains
define Dump the air;Meaning to apply the air brakes
define Eighth notch;is the final, and most powerful position on the locomotive's throttle
define Embargo;when a railroad company temporarily shuts down a rail line
define Engineer;Person responsible for the operation of the locomotive
define hog head;Person responsible for the operation of the locomotive
define hogger;Slang for locomotive engineer
define hostler;Person responsible for the operation of the locomotive
define Extra board;The group of employees not assigned to normal runs
define First trick;Refers to the day's first work shift between 8 a.m. and 4 p.m
define Flimsies;thin piece of paper train orders were once written on
define Form D;A track warrant used only be railroads in the eastern US
define Full service trackage rights;agreement whereby the tenant railroad can serve all customers located along the owning railroad's
define Fusee;A flare used by railroads
define Gandy Dancer;one who maintained the railroad track and right of way
define Golden State Route;route operated in conjunction with the Rock Island and Southern Pacific
define Granger roads;the Midwestern railroads that earned a substantial portion of the earnings from America's Breadbasket
define Gross ton-mile;The total weight of cars and their lading when moving over a distance of one mile
define Haulage;a railroad's traffic hauled by another railroad between two points
define Highball;The signal to operate the train at full speed
define High-rail vehicle;a standard pickup with flanged wheels mounted to the frame that can be extended to operate on the tracks
define Holding company;A company that controls other companies through ownership
define Hotshot;A high priority freight train that never held up and nearly always given the main line
define Hours of service law;is a federal law mandating employees can only be on duty 12-hours at a time
define hog law;is a federal law mandating employees can only be on duty 12-hours at a time
define In the hole;describe when a train is in a siding
define Incentive per diem;the industry pushed railroads to buy new freight cars with the enticement of payments for doing so
define Industrial railroad;Railroads owned exclusively by industries merely to move cars around and within their property
define Interchange;A junction point that allows two railroads to switch or transfer cars
define Intermodal;Refers to moving freight using more than one type of transportation
define Interurban;A termed applied to electrically-powered commuter
define Joint operation;Refers to operating two railroads as one but retain each railroad's board of directors
define Knuckle;The free-moving part of a coupler that actually keeps cars and locomotives mated to one another
define Lading;Refers to the cargo or freight the railroad is hauling
define LCL;Short for less-than-carload freight traffic
define Lignite;Refers to low-quality coal
define Line-haul railroad;a railroad that operates through freight from one point to another and is distinguished from switching and terminal railroads
define Load limit;The maximum load that a rail is capable of handling
define Loading gauge;Describes the specifications that freight and passenger cars must adhere to so that they can safely clear
define Manifest;The paperwork that identifies each and every type of lading each freight car is carrying within a train
define Marker;See EOT device
define EOT device;short for end of train device
define Mars light;trademark name referred to an auxiliary headlight
define Meet;Occurs when two trains pass one another on a single-tracked line
define Merger;The assimilation of one or more corporations by another
define Mixed train;a train hauling both freight and passengers
define Name train;a passenger trains during the days when the private railroads operated them
define Net ton mile;The movement of one ton of freight per mile
define Nominal;rating of locomotive even if mechanical troubles
define On the ground;Used by employees to describe a derailed train
define Operating ratio;determine operating expenses as a percentage of revenue
define Overhead trackage rights;the tenant railroad cannot serve any customers located along the owning railroad's segment of line
define Per diem;A Latin term that means per day
define Pickup;A general term meaning to add cars to a train
define Pooling agreement;When separate railroads split all of their collective earnings amongst each other
define Powder River Basin;it is a vast area of southern Montana and eastern Wyoming that is extremely rich in low-sulfur coal
define PRB;short for Powder River Basin
define Power;Another term for locomotives
define Profile;This term illustrates graphically the layout of a rail line in terms of its grades
define Receivership;During bankruptcy proceedings a corporation that is being managed by a receiver
define Recrew;When a train receives a new crew
what is Regional railroad;A term to describe Class II railroads, which are larger than Class IIIs
what is Reporting marks;Up to four letters which identify the owner/operator of the car
what is Restricted speed;This term describes the operating speed an engineer must adhere to
what is Right of way;Refers to a railroad line including all of the track, property, and roadbed.
what is Roadmaster;One who is responsible for railroad track maintenance.
what is Road number;The digits used to identifying a locomotive.
what is Roadbed;It is the foundation layer of fill that supports the track structure
what is Roll-by;Inspecting a train as it passes.
what is Rolling stock;Usually refers to freight and passenger cars but also includes locomotives.
what is Route mile;The actual physical, geographical, distance the railroad line travels not including extra tracks
what is Ruling grade;The steepest section of railroad on any given rail line
what is Run 8;Also known as notch 8 or full power in diesel locomotives.
what is Runaround;Usually describes the maneuver of a locomotive uncoupling from a train, and attaching itself to the other end using a parallel railroad track
what is Run-through;A train that does not stop to do any type of switching or setting out/picking up of cars.
what is Section hand;A general track laborer assigned to a section gang.
what is Section house;Housing for a track maintainer provided by the employee's railroad.
what is Set out;Refers to when a train switches out a car, or group of cars,
what is Shorthaul;Moving freight over a shorter distance than what is possible between two given points
what is Short-time rating;In regards to a locomotive's traction motors the maximum amperage allowed over a period of time without damaging them.
what is Single-line haul;Refers to a shipment over only one railroad.
what is SIT;Stands for storage in transit
what is Slack action;"The result of ""give"" in each coupled car in a train that can sometimes be quite violent"
what is Spot a car;To switch a freight car into a particular location for loading/unloading.
what is Stabbing;Refers to a delayed train that is not expected.
what is Stack train;The slang term for a train made up entirely of containers stacked two-deep per car.
what is Staggers Act;This act was named after Rep. Harley O. Staggers of West Virginia.
what is Subsidiary;A company that is completely controlled by another through ownership
what is Superelevation;This term simply describes the degree of banking within a curved segment of track
what is Switching district;Refers to an area where shippers have their choice of railroad
what is Tariff;The railroading term for a bill of service
what is Terminal;The term describing areas where railroads make up, assemble, and dispatch trains
what is Terminal railroad;Usually operate within large cities
what is Through freight;A train not designated to set off or pick up cars when in transit.
what is Tires;The rims of locomotive driving wheels.
what is TOFC;Stands for Trailer-On-Flatcar, it is the haulage of highway truck trailers.
what is Tonnage rating;This term describes the maximum load a locomotive can handle over a particular section of track
what is Ton-mile;The movement of one ton of freight a distance of one mile, a standard transportation industry measure.
what is Trackage rights;An arrangement in which one railroad negotiates the right to operate its trains over certain segments of track
what is Tractive effort;Also known as tractive force this term describes the force in pounds a locomotive exerts to turn its driving wheels.
what is Trailing truck;Used to describe a truck on steam locomotives
what is Train line;Describes the air-brake line in a train when it is completely connected and continuous.
what is Transit;A term that refers to commuter rail operations, usually hauling passengers from urban to suburban settings and vice-versa
what is Truck;The wheel-axle-frame assembly under each end of a car or locomotive.
what is UDE;Short for UnDesired Emergency, this acronym describes when the air pressure is released within the air-brake system
what is Unit train;A train carrying a single type of commodity, such as coal or grain.
what is Varnish;A slang term that originally referred to when old wood-built passenger cars received high-gloss coats of varnish.
what is Waybill;A document containing information about a specific freight shipment
what is Wayfreight;A term describing a local freight train often associated with the Burlington.
what is Wheel slip;Similar to any other type of wheel slip condition
what is Work train;A train that does not earn revenue and usually used by railroads for maintenance-of-way work.
what is Zombie;A slang term describing the reuse of a locomotive's frame
what is the definition of Regional railroad;A term to describe Class II railroads, which are larger than Class IIIs
what is the definition of Reporting marks;Up to four letters which identify the owner/operator of the car
what is the definition of Restricted speed;This term describes the operating speed an engineer must adhere to
what is the definition of Right of way;Refers to a railroad line including all of the track, property, and roadbed.
what is the definition of Roadmaster;One who is responsible for railroad track maintenance.
what is the definition of Road number;The digits used to identifying a locomotive.
what is the definition of Roadbed;It is the foundation layer of fill that supports the track structure
what is the definition of Roll-by;Inspecting a train as it passes.
what is the definition of Rolling stock;Usually refers to freight and passenger cars but also includes locomotives.
what is the definition of Route mile;The actual physical, geographical, distance the railroad line travels not including extra tracks
what is the definition of Ruling grade;The steepest section of railroad on any given rail line
what is the definition of Run 8;Also known as notch 8 or full power in diesel locomotives.
what is the definition of Runaround;Usually describes the maneuver of a locomotive uncoupling from a train, and attaching itself to the other end using a parallel railroad track
what is the definition of Run-through;A train that does not stop to do any type of switching or setting out/picking up of cars.
what is the definition of Section hand;A general track laborer assigned to a section gang.
what is the definition of Section house;Housing for a track maintainer provided by the employee's railroad.
what is the definition of Set out;Refers to when a train switches out a car, or group of cars,
what is the definition of Shorthaul;Moving freight over a shorter distance than what is possible between two given points
what is the definition of Short-time rating;In regards to a locomotive's traction motors the maximum amperage allowed over a period of time without damaging them.
what is the definition of Single-line haul;Refers to a shipment over only one railroad.
what is the definition of SIT;Stands for storage in transit
what is the definition of Slack action;"The result of ""give"" in each coupled car in a train that can sometimes be quite violent"
what is the definition of Spot a car;To switch a freight car into a particular location for loading/unloading.
what is the definition of Stabbing;Refers to a delayed train that is not expected.
what is the definition of Stack train;The slang term for a train made up entirely of containers stacked two-deep per car.
what is the definition of Staggers Act;This act was named after Rep. Harley O. Staggers of West Virginia.
what is the definition of Subsidiary;A company that is completely controlled by another through ownership
what is the definition of Superelevation;This term simply describes the degree of banking within a curved segment of track
what is the definition of Switching district;Refers to an area where shippers have their choice of railroad
what is the definition of Tariff;The railroading term for a bill of service
what is the definition of Terminal;The term describing areas where railroads make up, assemble, and dispatch trains
what is the definition of Terminal railroad;Usually operate within large cities
what is the definition of Through freight;A train not designated to set off or pick up cars when in transit.
what is the definition of Tires;The rims of locomotive driving wheels.
what is the definition of TOFC;Stands for Trailer-On-Flatcar, it is the haulage of highway truck trailers.
what is the definition of Tonnage rating;This term describes the maximum load a locomotive can handle over a particular section of track
what is the definition of Ton-mile;The movement of one ton of freight a distance of one mile, a standard transportation industry measure.
what is the definition of Trackage rights;An arrangement in which one railroad negotiates the right to operate its trains over certain segments of track
what is the definition of Tractive effort;Also known as tractive force this term describes the force in pounds a locomotive exerts to turn its driving wheels.
what is the definition of Trailing truck;Used to describe a truck on steam locomotives
what is the definition of Train line;Describes the air-brake line in a train when it is completely connected and continuous.
what is the definition of Transit;A term that refers to commuter rail operations, usually hauling passengers from urban to suburban settings and vice-versa
what is the definition of Truck;The wheel-axle-frame assembly under each end of a car or locomotive.
what is the definition of UDE;Short for UnDesired Emergency, this acronym describes when the air pressure is released within the air-brake system
what is the definition of Unit train;A train carrying a single type of commodity, such as coal or grain.
what is the definition of Varnish;A slang term that originally referred to when old wood-built passenger cars received high-gloss coats of varnish.
what is the definition of Waybill;A document containing information about a specific freight shipment
what is the definition of Wayfreight;A term describing a local freight train often associated with the Burlington.
what is the definition of Wheel slip;Similar to any other type of wheel slip condition
what is the definition of Work train;A train that does not earn revenue and usually used by railroads for maintenance-of-way work.
what is the definition of Zombie;A slang term describing the reuse of a locomotive's frame
Regional railroad is;A term to describe Class II railroads, which are larger than Class IIIs
Reporting marks is;Up to four letters which identify the owner/operator of the car
Restricted speed is;This term describes the operating speed an engineer must adhere to
Right of way is;Refers to a railroad line including all of the track, property, and roadbed.
Roadmaster is;One who is responsible for railroad track maintenance.
Road number is;The digits used to identifying a locomotive.
Roadbed is;It is the foundation layer of fill that supports the track structure
Roll-by is;Inspecting a train as it passes.
Rolling stock is;Usually refers to freight and passenger cars but also includes locomotives.
Route mile is;The actual physical, geographical, distance the railroad line travels not including extra tracks
Ruling grade is;The steepest section of railroad on any given rail line
Run 8 is;Also known as notch 8 or full power in diesel locomotives.
Runaround is;Usually describes the maneuver of a locomotive uncoupling from a train, and attaching itself to the other end using a parallel railroad track
Run-through is;A train that does not stop to do any type of switching or setting out/picking up of cars.
Section hand is;A general track laborer assigned to a section gang.
Section house is;Housing for a track maintainer provided by the employee's railroad.
Set out is;Refers to when a train switches out a car, or group of cars,
Shorthaul is;Moving freight over a shorter distance than what is possible between two given points
Short-time rating is;In regards to a locomotive's traction motors the maximum amperage allowed over a period of time without damaging them.
Single-line haul is;Refers to a shipment over only one railroad.
SIT is;Stands for storage in transit
Slack action is;"The result of ""give"" in each coupled car in a train that can sometimes be quite violent"
Spot a car is;To switch a freight car into a particular location for loading/unloading.
Stabbing is;Refers to a delayed train that is not expected.
Stack train is;The slang term for a train made up entirely of containers stacked two-deep per car.
Staggers Act is;This act was named after Rep. Harley O. Staggers of West Virginia.
Subsidiary is;A company that is completely controlled by another through ownership
Superelevation is;This term simply describes the degree of banking within a curved segment of track
Switching district is;Refers to an area where shippers have their choice of railroad
Tariff is;The railroading term for a bill of service
Terminal is;The term describing areas where railroads make up, assemble, and dispatch trains
Terminal railroad is;Usually operate within large cities
Through freight is;A train not designated to set off or pick up cars when in transit.
Tires is;The rims of locomotive driving wheels.
TOFC is;Stands for Trailer-On-Flatcar, it is the haulage of highway truck trailers.
Tonnage rating is;This term describes the maximum load a locomotive can handle over a particular section of track
Ton-mile is;The movement of one ton of freight a distance of one mile, a standard transportation industry measure.
Trackage rights is;An arrangement in which one railroad negotiates the right to operate its trains over certain segments of track
Tractive effort is;Also known as tractive force this term describes the force in pounds a locomotive exerts to turn its driving wheels.
Trailing truck is;Used to describe a truck on steam locomotives
Train line is;Describes the air-brake line in a train when it is completely connected and continuous.
Transit is;A term that refers to commuter rail operations, usually hauling passengers from urban to suburban settings and vice-versa
Truck is;The wheel-axle-frame assembly under each end of a car or locomotive.
UDE is;Short for UnDesired Emergency, this acronym describes when the air pressure is released within the air-brake system
Unit train is;A train carrying a single type of commodity, such as coal or grain.
Varnish is;A slang term that originally referred to when old wood-built passenger cars received high-gloss coats of varnish.
Waybill is;A document containing information about a specific freight shipment
Wayfreight is;A term describing a local freight train often associated with the Burlington.
Wheel slip is;Similar to any other type of wheel slip condition
Work train is;A train that does not earn revenue and usually used by railroads for maintenance-of-way work.
Zombie is;A slang term describing the reuse of a locomotive's frame
talk about Regional railroad;A term to describe Class II railroads, which are larger than Class IIIs
talk about Reporting marks;Up to four letters which identify the owner/operator of the car
talk about Restricted speed;This term describes the operating speed an engineer must adhere to
talk about Right of way;Refers to a railroad line including all of the track, property, and roadbed.
talk about Roadmaster;One who is responsible for railroad track maintenance.
talk about Road number;The digits used to identifying a locomotive.
talk about Roadbed;It is the foundation layer of fill that supports the track structure
talk about Roll-by;Inspecting a train as it passes.
talk about Rolling stock;Usually refers to freight and passenger cars but also includes locomotives.
talk about Route mile;The actual physical, geographical, distance the railroad line travels not including extra tracks
talk about Ruling grade;The steepest section of railroad on any given rail line
talk about Run 8;Also known as notch 8 or full power in diesel locomotives.
talk about Runaround;Usually describes the maneuver of a locomotive uncoupling from a train, and attaching itself to the other end using a parallel railroad track
talk about Run-through;A train that does not stop to do any type of switching or setting out/picking up of cars.
talk about Section hand;A general track laborer assigned to a section gang.
talk about Section house;Housing for a track maintainer provided by the employee's railroad.
talk about Set out;Refers to when a train switches out a car, or group of cars,
talk about Shorthaul;Moving freight over a shorter distance than what is possible between two given points
talk about Short-time rating;In regards to a locomotive's traction motors the maximum amperage allowed over a period of time without damaging them.
talk about Single-line haul;Refers to a shipment over only one railroad.
talk about SIT;Stands for storage in transit
talk about Slack action;"The result of ""give"" in each coupled car in a train that can sometimes be quite violent"
talk about Spot a car;To switch a freight car into a particular location for loading/unloading.
talk about Stabbing;Refers to a delayed train that is not expected.
talk about Stack train;The slang term for a train made up entirely of containers stacked two-deep per car.
talk about Staggers Act;This act was named after Rep. Harley O. Staggers of West Virginia.
talk about Subsidiary;A company that is completely controlled by another through ownership
talk about Superelevation;This term simply describes the degree of banking within a curved segment of track
talk about Switching district;Refers to an area where shippers have their choice of railroad
talk about Tariff;The railroading term for a bill of service
talk about Terminal;The term describing areas where railroads make up, assemble, and dispatch trains
talk about Terminal railroad;Usually operate within large cities
talk about Through freight;A train not designated to set off or pick up cars when in transit.
talk about Tires;The rims of locomotive driving wheels.
talk about TOFC;Stands for Trailer-On-Flatcar, it is the haulage of highway truck trailers.
talk about Tonnage rating;This term describes the maximum load a locomotive can handle over a particular section of track
talk about Ton-mile;The movement of one ton of freight a distance of one mile, a standard transportation industry measure.
talk about Trackage rights;An arrangement in which one railroad negotiates the right to operate its trains over certain segments of track
talk about Tractive effort;Also known as tractive force this term describes the force in pounds a locomotive exerts to turn its driving wheels.
talk about Trailing truck;Used to describe a truck on steam locomotives
talk about Train line;Describes the air-brake line in a train when it is completely connected and continuous.
talk about Transit;A term that refers to commuter rail operations, usually hauling passengers from urban to suburban settings and vice-versa
talk about Truck;The wheel-axle-frame assembly under each end of a car or locomotive.
talk about UDE;Short for UnDesired Emergency, this acronym describes when the air pressure is released within the air-brake system
talk about Unit train;A train carrying a single type of commodity, such as coal or grain.
talk about Varnish;A slang term that originally referred to when old wood-built passenger cars received high-gloss coats of varnish.
talk about Waybill;A document containing information about a specific freight shipment
talk about Wayfreight;A term describing a local freight train often associated with the Burlington.
talk about Wheel slip;Similar to any other type of wheel slip condition
talk about Work train;A train that does not earn revenue and usually used by railroads for maintenance-of-way work.
talk about Zombie;A slang term describing the reuse of a locomotive's frame
conceptualize Regional railroad;A term to describe Class II railroads, which are larger than Class IIIs
conceptualize Reporting marks;Up to four letters which identify the owner/operator of the car
conceptualize Restricted speed;This term describes the operating speed an engineer must adhere to
conceptualize Right of way;Refers to a railroad line including all of the track, property, and roadbed.
conceptualize Roadmaster;One who is responsible for railroad track maintenance.
conceptualize Road number;The digits used to identifying a locomotive.
conceptualize Roadbed;It is the foundation layer of fill that supports the track structure
conceptualize Roll-by;Inspecting a train as it passes.
conceptualize Rolling stock;Usually refers to freight and passenger cars but also includes locomotives.
conceptualize Route mile;The actual physical, geographical, distance the railroad line travels not including extra tracks
conceptualize Ruling grade;The steepest section of railroad on any given rail line
conceptualize Run 8;Also known as notch 8 or full power in diesel locomotives.
conceptualize Runaround;Usually describes the maneuver of a locomotive uncoupling from a train, and attaching itself to the other end using a parallel railroad track
conceptualize Run-through;A train that does not stop to do any type of switching or setting out/picking up of cars.
conceptualize Section hand;A general track laborer assigned to a section gang.
conceptualize Section house;Housing for a track maintainer provided by the employee's railroad.
conceptualize Set out;Refers to when a train switches out a car, or group of cars,
conceptualize Shorthaul;Moving freight over a shorter distance than what is possible between two given points
conceptualize Short-time rating;In regards to a locomotive's traction motors the maximum amperage allowed over a period of time without damaging them.
conceptualize Single-line haul;Refers to a shipment over only one railroad.
conceptualize SIT;Stands for storage in transit
conceptualize Slack action;"The result of ""give"" in each coupled car in a train that can sometimes be quite violent"
conceptualize Spot a car;To switch a freight car into a particular location for loading/unloading.
conceptualize Stabbing;Refers to a delayed train that is not expected.
conceptualize Stack train;The slang term for a train made up entirely of containers stacked two-deep per car.
conceptualize Staggers Act;This act was named after Rep. Harley O. Staggers of West Virginia.
conceptualize Subsidiary;A company that is completely controlled by another through ownership
conceptualize Superelevation;This term simply describes the degree of banking within a curved segment of track
conceptualize Switching district;Refers to an area where shippers have their choice of railroad
conceptualize Tariff;The railroading term for a bill of service
conceptualize Terminal;The term describing areas where railroads make up, assemble, and dispatch trains
conceptualize Terminal railroad;Usually operate within large cities
conceptualize Through freight;A train not designated to set off or pick up cars when in transit.
conceptualize Tires;The rims of locomotive driving wheels.
conceptualize TOFC;Stands for Trailer-On-Flatcar, it is the haulage of highway truck trailers.
conceptualize Tonnage rating;This term describes the maximum load a locomotive can handle over a particular section of track
conceptualize Ton-mile;The movement of one ton of freight a distance of one mile, a standard transportation industry measure.
conceptualize Trackage rights;An arrangement in which one railroad negotiates the right to operate its trains over certain segments of track
conceptualize Tractive effort;Also known as tractive force this term describes the force in pounds a locomotive exerts to turn its driving wheels.
conceptualize Trailing truck;Used to describe a truck on steam locomotives
conceptualize Train line;Describes the air-brake line in a train when it is completely connected and continuous.
conceptualize Transit;A term that refers to commuter rail operations, usually hauling passengers from urban to suburban settings and vice-versa
conceptualize Truck;The wheel-axle-frame assembly under each end of a car or locomotive.
conceptualize UDE;Short for UnDesired Emergency, this acronym describes when the air pressure is released within the air-brake system
conceptualize Unit train;A train carrying a single type of commodity, such as coal or grain.
conceptualize Varnish;A slang term that originally referred to when old wood-built passenger cars received high-gloss coats of varnish.
conceptualize Waybill;A document containing information about a specific freight shipment
conceptualize Wayfreight;A term describing a local freight train often associated with the Burlington.
conceptualize Wheel slip;Similar to any other type of wheel slip condition
conceptualize Work train;A train that does not earn revenue and usually used by railroads for maintenance-of-way work.
conceptualize Zombie;A slang term describing the reuse of a locomotive's frame
define Regional railroad;A term to describe Class II railroads, which are larger than Class IIIs
define Reporting marks;Up to four letters which identify the owner/operator of the car
define Restricted speed;This term describes the operating speed an engineer must adhere to
define Right of way;Refers to a railroad line including all of the track, property, and roadbed.
define Roadmaster;One who is responsible for railroad track maintenance.
define Road number;The digits used to identifying a locomotive.
define Roadbed;It is the foundation layer of fill that supports the track structure
define Roll-by;Inspecting a train as it passes.
define Rolling stock;Usually refers to freight and passenger cars but also includes locomotives.
define Route mile;The actual physical, geographical, distance the railroad line travels not including extra tracks
define Ruling grade;The steepest section of railroad on any given rail line
define Run 8;Also known as notch 8 or full power in diesel locomotives.
define Runaround;Usually describes the maneuver of a locomotive uncoupling from a train, and attaching itself to the other end using a parallel railroad track
define Run-through;A train that does not stop to do any type of switching or setting out/picking up of cars.
define Section hand;A general track laborer assigned to a section gang.
define Section house;Housing for a track maintainer provided by the employee's railroad.
define Set out;Refers to when a train switches out a car, or group of cars,
define Shorthaul;Moving freight over a shorter distance than what is possible between two given points
define Short-time rating;In regards to a locomotive's traction motors the maximum amperage allowed over a period of time without damaging them.
define Single-line haul;Refers to a shipment over only one railroad.
define SIT;Stands for storage in transit
define Slack action;"The result of ""give"" in each coupled car in a train that can sometimes be quite violent"
define Spot a car;To switch a freight car into a particular location for loading/unloading.
define Stabbing;Refers to a delayed train that is not expected.
define Stack train;The slang term for a train made up entirely of containers stacked two-deep per car.
define Staggers Act;This act was named after Rep. Harley O. Staggers of West Virginia.
define Subsidiary;A company that is completely controlled by another through ownership
define Superelevation;This term simply describes the degree of banking within a curved segment of track
define Switching district;Refers to an area where shippers have their choice of railroad
define Tariff;The railroading term for a bill of service
define Terminal;The term describing areas where railroads make up, assemble, and dispatch trains
define Terminal railroad;Usually operate within large cities
define Through freight;A train not designated to set off or pick up cars when in transit.
define Tires;The rims of locomotive driving wheels.
define TOFC;Stands for Trailer-On-Flatcar, it is the haulage of highway truck trailers.
define Tonnage rating;This term describes the maximum load a locomotive can handle over a particular section of track
define Ton-mile;The movement of one ton of freight a distance of one mile, a standard transportation industry measure.
define Trackage rights;An arrangement in which one railroad negotiates the right to operate its trains over certain segments of track
define Tractive effort;Also known as tractive force this term describes the force in pounds a locomotive exerts to turn its driving wheels.
define Trailing truck;Used to describe a truck on steam locomotives
define Train line;Describes the air-brake line in a train when it is completely connected and continuous.
define Transit;A term that refers to commuter rail operations, usually hauling passengers from urban to suburban settings and vice-versa
define Truck;The wheel-axle-frame assembly under each end of a car or locomotive.
define UDE;Short for UnDesired Emergency, this acronym describes when the air pressure is released within the air-brake system
define Unit train;A train carrying a single type of commodity, such as coal or grain.
define Varnish;A slang term that originally referred to when old wood-built passenger cars received high-gloss coats of varnish.
define Waybill;A document containing information about a specific freight shipment
define Wayfreight;A term describing a local freight train often associated with the Burlington.
define Wheel slip;Similar to any other type of wheel slip condition
define Work train;A train that does not earn revenue and usually used by railroads for maintenance-of-way work.
define Zombie;A slang term describing the reuse of a locomotive's frame
what is Electrified line;A line that is electrified either by 25,000 volts or AC overhead lines or by 750 volts DC
what is Isolated;Electrical equipment is isolated when it is disconnected from all sources of electricity supply in a secure way.
what is earthed;means connected to the traction return running rail either directly or to a structure
what is Switched off;Electrical equipment that is disconnected and separated from all sources of supply
what is Adjacent line;A line or siding next to the line you are on
what is Bi-directional line;A line on which the signalling allows trains to run in both directions.
what is Goods line;A line that has not been signalled to the standard required
what is No-block line;A line on which the signaller does not monitor the condition of the block section.
what is Siding;A line on which vehicles are marshalled, stabled, loaded, unloaded
what is Single line;One line is available for movements in both directions.
what is Aspect;The indication of a colour light signal that the driver sees.
what is Junction signal;A signal that controls more than one running route
what is PoSA;a short for Proceed-on-sight authority
what is Proceed-on-sight authority;A signal used for controlling movements into a section affected by a failure of signalling equipment.
what is Right-side failure;A failure that does not reduce the protection given by signalling equipment.
what is Section signal;A stop signal that controls the entrance to a block section or intermediate block section ahead.
what is Shunting signal;A signal that is provided for shunting purposes only.
what is Stop signal;A signal that can show a stop aspect or indication.
what is TOWS;a short for Train operated warning system
what is TPWS;Train protection and warning system
what is Train protection and warning system;A system by which a train is stopped by an automatic application of the brakes when activated
what is Train operated warning system;An audible warning system at locations listed in the Sectional Appendix.
what is Wrong-side failure;A failure that reduces or removes the protection given by signalling equipment.
